"peak","n_folds_recovered"
"chr2:28273589-28274089",2
"chr2:28413466-28413966",0
"chr2:28750886-28751386",1
"chr2:28821301-28821801",0
"chr2:30149556-30150056",3
"chr2:30239210-30239710",0
"chr2:30252857-30253357",2
"chr2:32627167-32627667",1
"chr2:33077723-33078223",0
"chr2:343205-343705",3
"chr2:36137567-36138067",3
"chr2:37323652-37324152",0
"chr2:37615754-37616254",2
"chr2:37626139-37626639",2
"chr2:38693620-38694120",0
"chr2:38740836-38741336",0
"chr2:38742149-38742649",0
"chr2:38748127-38748627",0
"chr2:39216787-39217287",1
"chr2:41896439-41896939",2
"chr2:43136834-43137334",2
"chr2:44184050-44184550",1
"chr2:45649836-45650336",1
"chr2:46239725-46240225",1
"chr2:46535342-46535842",2
"chr2:54052795-54053295",0
"chr2:55431934-55432434",1
"chr2:58046494-58046994",3
"chr2:61144717-61145217",4
"chr2:64819739-64820239",2
"chr2:65129455-65129955",0
"chr2:65130623-65131123",1
"chr2:65432266-65432766",3
"chr2:656541-657041",1
"chr2:68364975-68365475",1
"chr2:68379394-68379894",1
"chr2:68770245-68770745",3
"chr2:68773961-68774461",0
"chr2:68907776-68908276",1
"chr2:69437968-69438468",0
"chr2:69565280-69565780",0
"chr2:69643028-69643528",0
"chr2:69685667-69686167",1
"chr2:69774873-69775373",1
"chr2:69915231-69915731",1
"chr2:70189672-70190172",0
"chr2:70303830-70304330",1
"chr2:7037677-7038177",0
"chr2:70553024-70553524",0
"chr2:70978663-70979163",1
"chr2:74033886-74034386",0
"chr2:74414837-74415337",1
"chr2:74849151-74849651",1
"chr2:84495500-84496000",0
"chr2:84846006-84846506",3
"chr2:84856775-84857275",0
"chr2:8487559-8488059",0
"chr2:84907552-84908052",0
"chr2:84969835-84970335",0
"chr2:85437463-85437963",1
"chr2:85577321-85577821",0
"chr2:85852323-85852823",2
"chr2:86017078-86017578",0
"chr2:86038736-86039236",1
"chr2:8608382-8608882",1
"chr2:86791285-86791785",2
"chr2:86806024-86806524",4
"chr2:86851580-86852080",1
"chr2:88001770-88002270",0
"chr2:9423324-9423824",0
"chr2:9423873-9424373",2
"chr2:96116387-96116887",1
"chr2:96116912-96117412",1
"chr2:96143050-96143550",3
"chr2:96162991-96163491",2
"chr2:96164672-96165172",0
"chr2:96342050-96342550",1
"chr2:96527325-96527825",1
"chr2:96532112-96532612",0
"chr2:96773830-96774330",2
"chr2:96806668-96807168",2
"chr2:96962780-96963280",0
"chr2:97740441-97740941",1
"chr2:9843999-9844499",0
"chr2:98458660-98459160",0
"chr2:98466889-98467389",3
"chr2:9984089-9984589",1
"chr3:10008911-10009411",2
"chr3:101512377-101512877",0
"chr3:101518293-101518793",0
"chr3:101643905-101644405",2
"chr3:101987809-101988309",1
"chr3:102059532-102060032",0
"chr3:102229020-102229520",0
"chr3:10263799-10264299",0
"chr3:10437206-10437706",4
"chr3:105752689-105753189",1
"chr3:106176603-106177103",3
"chr3:106277154-106277654",0
"chr3:106334165-106334665",0
"chr3:106534185-106534685",2
"chr3:108127189-108127689",2
"chr3:108806316-108806816",2
"chr3:108827502-108828002",0
"chr3:108862667-108863167",0
"chr3:111238876-111239376",2
"chr3:112464160-112464660",0
"chr3:112672394-112672894",1
"chr3:112773879-112774379",0
"chr3:113485192-113485692",0
"chr3:115100124-115100624",1
"chr3:119218998-119219498",0
"chr3:119810088-119810588",1
"chr3:119937136-119937636",1
"chr3:123328755-123329255",0
"chr3:123492120-123492620",0
"chr3:125119650-125120150",2
"chr3:125373994-125374494",0
"chr3:126607143-126607643",0
"chr3:126983330-126983830",1
"chr3:128878638-128879138",1
"chr3:129439287-129439787",0
"chr3:129558300-129558800",0
"chr3:129576754-129577254",1
"chr3:129626582-129627082",2
"chr3:130112695-130113195",1
"chr3:13078046-13078546",1
"chr3:130948902-130949402",0
"chr3:131004571-131005071",0
"chr3:131042266-131042766",3
"chr3:133687350-133687850",0
"chr3:13417522-13418022",1
"chr3:13451623-13452123",1
"chr3:136750072-136750572",0
"chr3:141310971-141311471",0
"chr3:14179618-14180118",0
"chr3:142126131-142126631",0
"chr3:142586742-142587242",1
"chr3:143775313-143775813",0
"chr3:143825463-143825963",3
"chr3:143847715-143848215",2
"chr3:143957415-143957915",0
"chr3:144295631-144296131",1
"chr3:148943474-148943974",2
"chr3:149009721-149010221",3
"chr3:150413025-150413525",0
"chr3:150721220-150721720",0
"chr3:151209751-151210251",1
"chr3:151895440-151895940",0
"chr3:152276535-152277035",0
"chr3:153624425-153624925",0
"chr3:15427302-15427802",2
"chr3:155743940-155744440",0
"chr3:15635712-15636212",1
"chr3:156483338-156483838",3
"chr3:156606067-156606567",0
"chr3:15860166-15860666",3
"chr3:16286074-16286574",0
"chr3:16841264-16841764",0
"chr3:171225044-171225544",1
"chr3:171980421-171980921",3
"chr3:173395424-173395924",0
"chr3:177538971-177539471",0
"chr3:177597735-177598235",2
"chr3:177642724-177643224",2
"chr3:177681788-177682288",1
"chr3:177683571-177684071",0
"chr3:179015443-179015943",1
"chr3:183349460-183349960",1
"chr3:183555476-183555976",1
"chr3:184017051-184017551",0
"chr3:184227310-184227810",1
"chr3:184608068-184608568",0
"chr3:18527653-18528153",0
"chr3:185913090-185913590",0
"chr3:186185075-186185575",2
"chr3:186515103-186515603",0
"chr3:186519048-186519548",3
"chr3:18679204-18679704",3
"chr3:186883585-186884085",0
"chr3:187822384-187822884",0
"chr3:188553589-188554089",2
"chr3:188974842-188975342",2
"chr3:189355781-189356281",2
"chr3:189632222-189632722",2
"chr3:190513435-190513935",2
"chr3:194255323-194255823",0
"chr3:194486075-194486575",1
"chr3:194487289-194487789",0
"chr3:196186643-196187143",1
"chr3:196502639-196503139",3
"chr3:196503623-196504123",0
"chr3:196504517-196505017",1
"chr3:196567707-196568207",2
"chr3:196598379-196598879",0
"chr3:196740962-196741462",1
"chr3:196868275-196868775",3
"chr3:196941664-196942164",3
"chr3:196969186-196969686",1
"chr3:196978545-196979045",0
"chr3:197297283-197297783",2
"chr3:197297912-197298412",2
"chr3:197555198-197555698",3
"chr3:197555742-197556242",4
"chr3:198071852-198072352",0
"chr3:23760908-23761408",1
"chr3:23946359-23946859",1
"chr3:27639271-27639771",1
"chr3:28210913-28211413",1
"chr3:28241287-28241787",0
"chr3:28252013-28252513",1
"chr3:30354030-30354530",3
"chr3:30610101-30610601",0
"chr3:30620254-30620754",3
"chr3:3191851-3192351",1
"chr3:32144054-32144554",0
"chr3:34017116-34017616",4
"chr3:37212952-37213452",2
"chr3:38137676-38138176",0
"chr3:39107322-39107822",1
"chr3:39148114-39148614",1
"chr3:39152057-39152557",2
"chr3:39152638-39153138",0
"chr3:39255585-39256085",0
"chr3:39291776-39292276",0
"chr3:40476855-40477355",2
"chr3:40483126-40483626",1
"chr3:42556251-42556751",3
"chr3:43012058-43012558",3
"chr3:43012706-43013206",2
"chr3:43013754-43014254",3
"chr3:43014386-43014886",3
"chr3:43016010-43016510",3
"chr3:43016538-43017038",0
"chr3:43036803-43037303",0
"chr3:43071207-43071707",0
"chr3:43346948-43347448",3
"chr3:45167421-45167921",0
"chr3:45665099-45665599",0
"chr3:46975858-46976358",2
"chr3:47164549-47165049",2
"chr3:47380117-47380617",3
"chr3:47578030-47578530",4
"chr3:48446447-48446947",3
"chr3:48503339-48503839",2
"chr3:48663303-48663803",0
"chr3:48717576-48718076",0
"chr3:48919074-48919574",0
"chr3:48988991-48989491",0
"chr3:48990171-48990671",1
"chr3:49008453-49008953",3
"chr3:49020140-49020640",1
"chr3:49020731-49021231",0
"chr3:49166091-49166591",2
"chr3:49295402-49295902",0
"chr3:49412491-49412991",1
"chr3:49429106-49429606",1
"chr3:49723203-49723703",1
"chr3:49785691-49786191",2
"chr3:49786913-49787413",1
"chr3:49929639-49930139",2
"chr3:50194466-50194966",1
"chr3:50225997-50226497",2
"chr3:50227814-50228314",2
"chr3:50246927-50247427",1
"chr3:50259882-50260382",0
"chr3:50272816-50273316",0
"chr3:50324502-50325002",3
"chr3:50542359-50542859",3
"chr3:50611027-50611527",1
"chr3:51384360-51384860",0
"chr3:51389276-51389776",0
"chr3:52231458-52231958",1
"chr3:52463392-52463892",0
"chr3:52533619-52534119",1
"chr3:52537549-52538049",0
"chr3:52704724-52705224",1
"chr3:56725894-56726394",0
"chr3:57671725-57672225",0
"chr3:57691616-57692116",0
"chr3:59424610-59425110",2
"chr3:66393948-66394448",2
"chr3:66972140-66972640",2
"chr3:67656764-67657264",0
"chr3:69212385-69212885",1
"chr3:71421899-71422399",3
"chr3:81761010-81761510",1
"chr3:88005048-88005548",3
"chr3:88059567-88060067",0
"chr4:100095955-100096455",0
"chr4:100895541-100896041",0
"chr4:10099371-10099871",0
"chr4:101015803-101016303",2
"chr4:101037853-101038353",2
"chr4:102630542-102631042",0
"chr4:10671243-10671743",0
"chr4:110154500-110155000",0
"chr4:113899228-113899728",1
"chr4:114807723-114808223",2
"chr4:1171825-1172325",1
"chr4:121153943-121154443",0
"chr4:121189789-121190289",2
"chr4:122635161-122635661",3
"chr4:123300083-123300583",0
"chr4:123398624-123399124",0
"chr4:1249488-1249988",1
"chr4:128854351-128854851",2
"chr4:142401797-142402297",0
"chr4:142416547-142417047",4
"chr4:142565705-142566205",1
"chr4:142567153-142567653",0
"chr4:145623710-145624210",3
"chr4:147732470-147732970",0
"chr4:14877101-14877601",0
"chr4:152100459-152100959",1
"chr4:152534170-152534670",0
"chr4:153116446-153116946",1
"chr4:153488083-153488583",0
"chr4:15396163-15396663",1
"chr4:15754265-15754765",1
"chr4:158896411-158896911",1
"chr4:159117916-159118416",1
"chr4:163681166-163681666",0
"chr4:1683522-1684022",1
"chr4:169016058-169016558",3
"chr4:1709388-1709888",0
"chr4:173335022-173335522",0
"chr4:176902965-176903465",0
"chr4:183721258-183721758",0
"chr4:184824411-184824911",2
"chr4:185134379-185134879",0
"chr4:185341190-185341690",0
"chr4:18593474-18593974",0
"chr4:186627511-186628011",0
"chr4:1872371-1872871",0
"chr4:2291531-2292031",0
"chr4:2364644-2365144",2
"chr4:26198566-26199066",2
"chr4:26204130-26204630",1
"chr4:26583787-26584287",2
"chr4:26723197-26723697",1
"chr4:26884393-26884893",2
"chr4:2792736-2793236",2
"chr4:2817923-2818423",1
"chr4:2922666-2923166",0
"chr4:36189792-36190292",3
"chr4:36256248-36256748",0
"chr4:38160834-38161334",2
"chr4:38509438-38509938",0
"chr4:38677378-38677878",2
"chr4:3871447-3871947",0
"chr4:39045034-39045534",1
"chr4:39812375-39812875",0
"chr4:39814118-39814618",1
"chr4:39815298-39815798",1
"chr4:40057235-40057735",1
"chr4:40193159-40193659",0
"chr4:40195645-40196145",0
"chr4:40207371-40207871",0
"chr4:40225329-40225829",4
"chr4:40240007-40240507",1
"chr4:41882729-41883229",0
"chr4:42671387-42671887",3
"chr4:46839066-46839566",3
"chr4:55547268-55547768",1
"chr4:56757934-56758434",2
"chr4:6270130-6270630",2
"chr4:6574370-6574870",1
"chr4:6574873-6575373",4
"chr4:6696191-6696691",3
"chr4:70183618-70184118",1
"chr4:75723575-75724075",2
"chr4:77821174-77821674",4
"chr4:77854322-77854822",1
"chr4:80006808-80007308",0
"chr4:80138875-80139375",2
"chr4:80425571-80426071",1
"chr4:80439687-80440187",3
"chr4:82798051-82798551",1
"chr4:83034212-83034712",0
"chr4:83084052-83084552",1
"chr4:8439888-8440388",1
"chr4:87073769-87074269",3
"chr4:878944-879444",1
"chr4:88613390-88613890",3
"chr4:89294495-89294995",2
"chr4:94452429-94452929",0
"chr4:98617529-98618029",0
"chr4:99405453-99405953",0
"chr5:100841323-100841823",0
"chr5:102223771-102224271",0
"chr5:102681348-102681848",1
"chr5:102853532-102854032",1
"chr5:102855589-102856089",2
"chr5:107474779-107475279",4
"chr5:107476810-107477310",3
"chr5:107502048-107502548",3
"chr5:107520000-107520500",2
"chr5:107534409-107534909",2
"chr5:107571928-107572428",1
"chr5:109857359-109857859",1
"chr5:109921632-109922132",1
"chr5:112160510-112161010",1
"chr5:112886918-112887418",0
"chr5:116137732-116138232",0
"chr5:126972208-126972708",2
"chr5:127564111-127564611",2
"chr5:12870818-12871318",1
"chr5:129126554-129127054",0
"chr5:131069205-131069705",3
"chr5:131270074-131270574",0
"chr5:131277358-131277858",0
"chr5:131278276-131278776",3
"chr5:131355866-131356366",1
"chr5:132457399-132457899",1
"chr5:132464126-132464626",3
"chr5:132962617-132963117",0
"chr5:134176111-134176611",2
"chr5:134648476-134648976",0
"chr5:134905880-134906380",4
"chr5:138032311-138032811",1
"chr5:138458725-138459225",1
"chr5:139292713-139293213",0
"chr5:139454093-139454593",2
"chr5:139563587-139564087",2
"chr5:139565405-139565905",0
"chr5:139636075-139636575",0
"chr5:139637935-139638435",2
"chr5:139711259-139711759",1
"chr5:139764963-139765463",0
"chr5:139925865-139926365",4
"chr5:140174839-140175339",0
"chr5:140402878-140403378",0
"chr5:141512890-141513390",0
"chr5:142095638-142096138",2
"chr5:142432832-142433332",2
"chr5:142978190-142978690",0
"chr5:143205805-143206305",0
"chr5:146891432-146891932",1
"chr5:14745630-14746130",1
"chr5:148849427-148849927",1
"chr5:149240314-149240814",3
"chr5:149551733-149552233",0
"chr5:151211797-151212297",3
"chr5:151223889-151224389",0
"chr5:152026558-152027058",4
"chr5:152038824-152039324",2
"chr5:1524321-1524821",0
"chr5:1540120-1540620",0
"chr5:154272956-154273456",1
"chr5:155767425-155767925",0
"chr5:156402254-156402754",0
"chr5:157143421-157143921",2
"chr5:157198195-157198695",3
"chr5:157199375-157199875",0
"chr5:157215714-157216214",0
"chr5:157217196-157217696",2
"chr5:160119843-160120343",1
"chr5:160399817-160400317",2
"chr5:160504739-160505239",1
"chr5:1633718-1634218",0
"chr5:169218111-169218611",0
"chr5:172106789-172107289",3
"chr5:172147744-172148244",2
"chr5:172179470-172179970",2
"chr5:172766458-172766958",4
"chr5:172767290-172767790",3
"chr5:172768583-172769083",4
"chr5:172769422-172769922",1
"chr5:172769956-172770456",4
"chr5:175534013-175534513",0
"chr5:176365194-176365694",1
"chr5:176658810-176659310",4
"chr5:176745629-176746129",0
"chr5:177005656-177006156",0
"chr5:177111796-177112296",2
"chr5:177134363-177134863",1
"chr5:177412454-177412954",0
"chr5:177444692-177445192",0
"chr5:177500879-177501379",2
"chr5:177553730-177554230",2
"chr5:178130735-178131235",2
"chr5:178205193-178205693",3
"chr5:179550035-179550535",2
"chr5:179615886-179616386",0
"chr5:179620295-179620795",0
"chr5:179699217-179699717",1
"chr5:179793681-179794181",0
"chr5:18744887-18745387",3
"chr5:21459139-21459639",2
"chr5:218614-219114",3
"chr5:31761811-31762311",2
"chr5:35811101-35811601",2
"chr5:35816806-35817306",1
"chr5:35856628-35857128",3
"chr5:35859107-35859607",1
"chr5:35924811-35925311",1
"chr5:39256393-39256893",1
"chr5:40333397-40333897",1
"chr5:42949687-42950187",1
"chr5:43483673-43484173",1
"chr5:442893-443393",1
"chr5:50328340-50328840",4
"chr5:52725290-52725790",3
"chr5:52743803-52744303",4
"chr5:52776086-52776586",4
"chr5:54609509-54610009",0
"chr5:54673754-54674254",3
"chr5:54881227-54881727",3
"chr5:55096881-55097381",3
"chr5:55146491-55146991",2
"chr5:59123576-59124076",2
"chr5:62404369-62404869",0
"chr5:65482646-65483146",0
"chr5:65760833-65761333",4
"chr5:66828516-66829016",3
"chr5:66829027-66829527",0
"chr5:669022-669522",0
"chr5:67156905-67157405",0
"chr5:67215752-67216252",2
"chr5:68344746-68345246",0
"chr5:71586455-71586955",0
"chr5:73694064-73694564",4
"chr5:74490770-74491270",1
"chr5:75034246-75034746",2
"chr5:76325815-76326315",2
"chr5:76392958-76393458",1
"chr5:76473627-76474127",2
"chr5:76715153-76715653",1
"chr5:78293901-78294401",3
"chr5:81288139-81288639",0
"chr5:81851152-81851652",4
"chr5:83844571-83845071",0
"chr5:84960599-84961099",0
"chr5:87340627-87341127",3
"chr5:881848-882348",0
"chr5:88204289-88204789",2
"chr5:882379-882879",1
"chr5:892591-893091",1
"chr5:90940495-90940995",2
"chr5:91312127-91312627",0
"chr5:93994974-93995474",2
"chr5:95631961-95632461",0
"chr5:95869372-95869872",1
"chr5:96279681-96280181",1
"chr5:99037719-99038219",4
"chr6:100001846-100002346",0
"chr6:100257864-100258364",0
"chr6:100348155-100348655",1
"chr6:104525643-104526143",0
"chr6:105646363-105646863",2
"chr6:106084073-106084573",0
"chr6:106101978-106102478",0
"chr6:106163363-106163863",0
"chr6:106628713-106629213",0
"chr6:10719798-10720298",1
"chr6:10722872-10723372",1
"chr6:107736734-107737234",0
"chr6:108558868-108559368",0
"chr6:110178895-110179395",0
"chr6:111761929-111762429",3
"chr6:111766145-111766645",1
"chr6:111775470-111775970",1
"chr6:111779606-111780106",0
"chr6:111780297-111780797",1
"chr6:111810462-111810962",1
"chr6:111823970-111824470",0
"chr6:115001964-115002464",1
"chr6:11538417-11538917",0
"chr6:116251700-116252200",0
"chr6:117469339-117469839",0
"chr6:117549569-117550069",3
"chr6:117615971-117616471",1
"chr6:118709907-118710407",1
"chr6:118796576-118797076",4
"chr6:119314075-119314575",0
"chr6:121247379-121247879",0
"chr6:12163091-12163591",0
"chr6:122033554-122034054",0
"chr6:125066929-125067429",1
"chr6:125829342-125829842",1
"chr6:127938681-127939181",0
"chr6:127952814-127953314",0
"chr6:129280656-129281156",1
"chr6:129671704-129672204",1
"chr6:130132235-130132735",2
"chr6:130282188-130282688",1
"chr6:130381671-130382171",3
"chr6:130575961-130576461",4
"chr6:130885309-130885809",0
"chr6:131281474-131281974",3
"chr6:131534071-131534571",1
"chr6:132749007-132749507",0
"chr6:133923865-133924365",1
"chr6:134436124-134436624",2
"chr6:13453681-13454181",3
"chr6:136287493-136287993",1
"chr6:137676836-137677336",1
"chr6:137795471-137795971",1
"chr6:137867525-137868025",0
"chr6:139109492-139109992",0
"chr6:139113196-139113696",3
"chr6:139219151-139219651",2
"chr6:139262313-139262813",2
"chr6:139531089-139531589",4
"chr6:139540221-139540721",4
"chr6:141989203-141989703",1
"chr6:142075467-142075967",2
"chr6:142819807-142820307",4
"chr6:142845038-142845538",1
"chr6:143059055-143059555",0
"chr6:144140786-144141286",0
"chr6:144218387-144218887",1
"chr6:144583229-144583729",2
"chr6:145372508-145373008",3
"chr6:145964215-145964715",2
"chr6:147322367-147322867",1
"chr6:14734784-14735284",0
"chr6:148559717-148560217",1
"chr6:149750099-149750599",0
"chr6:149963122-149963622",0
"chr6:150005752-150006252",0
"chr6:150076426-150076926",0
"chr6:15253316-15253816",2
"chr6:152642916-152643416",0
"chr6:153135644-153136144",3
"chr6:1554982-1555482",0
"chr6:15662768-15663268",0
"chr6:157535985-157536485",4
"chr6:158232581-158233081",2
"chr6:158284241-158284741",1
"chr6:158822579-158823079",0
"chr6:159036044-159036544",1
"chr6:159062540-159063040",3
"chr6:159976628-159977128",1
"chr6:16323391-16323891",3
"chr6:16486614-16487114",3
"chr6:165484137-165484637",3
"chr6:166341456-166341956",1
"chr6:168968128-168968628",2
"chr6:170177218-170177718",1
"chr6:170553067-170553567",0
"chr6:20023492-20023992",0
"chr6:20366408-20366908",0
"chr6:24718975-24719475",2
"chr6:24908699-24909199",1
"chr6:24927383-24927883",4
"chr6:24933758-24934258",3
"chr6:24950546-24951046",0
"chr6:26538827-26539327",1
"chr6:27157861-27158361",1
"chr6:27684525-27685025",0
"chr6:27806496-27806996",0
"chr6:27866269-27866769",4
"chr6:28135545-28136045",2
"chr6:28137490-28137990",1
"chr6:28140083-28140583",3
"chr6:2857466-2857966",1
"chr6:2858948-2859448",0
"chr6:28838276-28838776",1
"chr6:2898469-2898969",0
"chr6:2900297-2900797",0
"chr6:29705573-29706073",0
"chr6:29940438-29940938",3
"chr6:29942953-29943453",3
"chr6:29944422-29944922",2
"chr6:29945038-29945538",4
"chr6:29946360-29946860",2
"chr6:29947241-29947741",1
"chr6:30013258-30013758",1
"chr6:30101939-30102439",4
"chr6:30103001-30103501",2
"chr6:3023144-3023644",1
"chr6:30259263-30259763",3
"chr6:30325645-30326145",0
"chr6:30327144-30327644",3
"chr6:30396812-30397312",0
"chr6:30453595-30454095",0
"chr6:30480512-30481012",1
"chr6:30483608-30484108",1
"chr6:30532405-30532905",2
"chr6:30533421-30533921",1
"chr6:30544591-30545091",1
"chr6:30571691-30572191",3
"chr6:30614148-30614648",1
"chr6:30690242-30690742",2
"chr6:30690807-30691307",4
"chr6:30742526-30743026",0
"chr6:30955536-30956036",2
"chr6:31094549-31095049",2
"chr6:31128041-31128541",2
"chr6:31137395-31137895",3
"chr6:31268945-31269445",0
"chr6:31351235-31351735",1
"chr6:31352697-31353197",2
"chr6:31354083-31354583",4
"chr6:31355379-31355879",4
"chr6:31356328-31356828",3
"chr6:31403271-31403771",3
"chr6:31462861-31463361",3
"chr6:31464046-31464546",3
"chr6:31498302-31498802",0
"chr6:31558951-31559451",1
"chr6:31559797-31560297",1
"chr6:31581404-31581904",0
"chr6:31585471-31585971",1
"chr6:3162141-3162641",1
"chr6:31651787-31652287",2
"chr6:31680647-31681147",2
"chr6:31730047-31730547",3
"chr6:31736108-31736608",2
"chr6:31737868-31738368",1
"chr6:31796272-31796772",1
"chr6:31806053-31806553",2
"chr6:31861143-31861643",3
"chr6:31863785-31864285",3
"chr6:31896735-31897235",3
"chr6:32153811-32154311",1
"chr6:32196730-32197230",3
"chr6:3279482-3279982",0
"chr6:32796938-32797438",2
"chr6:32839069-32839569",1
"chr6:32843798-32844298",2
"chr6:32854312-32854812",3
"chr6:32973055-32973555",4
"chr6:32974564-32975064",2
"chr6:33018878-33019378",3
"chr6:33208727-33209227",3
"chr6:33391917-33392417",0
"chr6:33426051-33426551",0
"chr6:33427801-33428301",2
"chr6:33578513-33579013",3
"chr6:33616901-33617401",1
"chr6:33632488-33632988",1
"chr6:34044955-34045455",0
"chr6:34224387-34224887",3
"chr6:34237169-34237669",4
"chr6:34888983-34889483",3
"chr6:36095111-36095611",0
"chr6:36197617-36198117",2
"chr6:36386860-36387360",1
"chr6:36443324-36443824",1
"chr6:36595761-36596261",3
"chr6:36623351-36623851",3
"chr6:36679781-36680281",4
"chr6:36759104-36759604",2
"chr6:37353719-37354219",0
"chr6:37484114-37484614",1
"chr6:37791296-37791796",1
"chr6:38640316-38640816",0
"chr6:38876390-38876890",2
"chr6:41027944-41028444",0
"chr6:41066780-41067280",0
"chr6:41071676-41072176",1
"chr6:41547916-41548416",2
"chr6:41894318-41894818",0
"chr6:41895674-41896174",0
"chr6:42217640-42218140",1
"chr6:42565364-42565864",0
"chr6:43014395-43014895",0
"chr6:43386447-43386947",0
"chr6:43608221-43608721",0
"chr6:44256773-44257273",0
"chr6:44257363-44257863",1
"chr6:44263140-44263640",4
"chr6:44267942-44268442",1
"chr6:44270180-44270680",2
"chr6:44386758-44387258",4
"chr6:446705-447205",2
"chr6:45156044-45156544",2
"chr6:45584015-45584515",1
"chr6:46119666-46120166",2
"chr6:499535-500035",0
"chr6:501738-502238",3
"chr6:53291087-53291587",2
"chr6:53300966-53301466",0
"chr6:53344943-53345443",0
"chr6:5626816-5627316",1
"chr6:56851678-56852178",0
"chr6:6556883-6557383",0
"chr6:69866609-69867109",0
"chr6:70369260-70369760",1
"chr6:73516856-73517356",2
"chr6:7390177-7390677",0
"chr6:7725789-7726289",0
"chr6:78867245-78867745",4
"chr6:87705098-87705598",1
"chr6:87922784-87923284",1
"chr6:89681958-89682458",0
"chr6:90368970-90369470",0
"chr6:90406066-90406566",1
"chr6:90940736-90941236",2
"chr6:96466075-96466575",2
"chr6:96499726-96500226",4
"chr7:100015323-100015823",1
"chr7:100082454-100082954",2
"chr7:100088695-100089195",3
"chr7:100127547-100128047",4
"chr7:100219081-100219581",1
"chr7:100272007-100272507",0
"chr7:100397322-100397822",0
"chr7:100538158-100538658",2
"chr7:100570082-100570582",0
"chr7:100582934-100583434",1
"chr7:100585581-100586081",2
"chr7:100694004-100694504",2
"chr7:100875455-100875955",0
"chr7:100894713-100895213",4
"chr7:101085835-101086335",0
"chr7:101192425-101192925",1
"chr7:102390667-102391167",1
"chr7:104943566-104944066",0
"chr7:105011866-105012366",0
"chr7:105267209-105267709",0
"chr7:105300523-105301023",0
"chr7:105448152-105448652",1
"chr7:105809112-105809612",1
"chr7:106811892-106812392",2
"chr7:107857010-107857510",1
"chr7:111089759-111090259",0
"chr7:111138160-111138660",4
"chr7:112391858-112392358",0
"chr7:114865513-114866013",0
"chr7:114916422-114916922",1
"chr7:120987570-120988070",3
"chr7:121438321-121438821",4
"chr7:12257587-12258087",3
"chr7:123747037-123747537",1
"chr7:126701000-126701500",4
"chr7:128059084-128059584",2
"chr7:128407600-128408100",0
"chr7:128477029-128477529",0
"chr7:129169054-129169554",1
"chr7:129368174-129368674",0
"chr7:129554148-129554648",1
"chr7:130414966-130415466",2
"chr7:130948728-130949228",0
"chr7:130953206-130953706",0
"chr7:131012493-131012993",0
"chr7:131079053-131079553",0
"chr7:131093462-131093962",1
"chr7:131101772-131102272",3
"chr7:131105222-131105722",2
"chr7:133484072-133484572",3
"chr7:135831361-135831861",3
"chr7:139043733-139044233",1
"chr7:139090587-139091087",0
"chr7:139094496-139094996",0
"chr7:139103949-139104449",4
"chr7:139104471-139104971",0
"chr7:140714549-140715049",1
"chr7:142499601-142500101",2
"chr7:142637195-142637695",1
"chr7:142798322-142798822",2
"chr7:142798829-142799329",0
"chr7:148697517-148698017",1
"chr7:148846551-148847051",0
"chr7:148870975-148871475",1
"chr7:149870426-149870926",0
"chr7:149873669-149874169",2
"chr7:150356347-150356847",0
"chr7:150449910-150450410",0
"chr7:150502558-150503058",1
"chr7:150685448-150685948",0
"chr7:150756154-150756654",1
"chr7:151060471-151060971",1
"chr7:151086036-151086536",2
"chr7:151243305-151243805",2
"chr7:151838812-151839312",0
"chr7:152760079-152760579",2
"chr7:155002503-155003003",0
"chr7:158587612-158588112",0
"chr7:158804271-158804771",0
"chr7:17302682-17303182",0
"chr7:17772654-17773154",0
"chr7:17861101-17861601",0
"chr7:18189504-18190004",0
"chr7:18521890-18522390",3
"chr7:21412462-21412962",4
"chr7:2232697-2233197",0
"chr7:2241943-2242443",4
"chr7:2409776-2410276",0
"chr7:2451942-2452442",1
"chr7:2850488-2850988",3
"chr7:2894611-2895111",0
"chr7:30322169-30322669",1
"chr7:30593894-30594394",1
"chr7:30727076-30727576",3
"chr7:32905106-32905606",0
"chr7:34823599-34824099",2
"chr7:34991839-34992339",4
"chr7:35906371-35906871",1
"chr7:35916920-35917420",0
"chr7:36865050-36865550",3
"chr7:36969307-36969807",3
"chr7:37310377-37310877",0
"chr7:38349826-38350326",1
"chr7:38368055-38368555",0
"chr7:42931356-42931856",0
"chr7:43594185-43594685",2
"chr7:44631372-44631872",0
"chr7:45001215-45001715",2
"chr7:45088831-45089331",3
"chr7:45110717-45111217",2
"chr7:4974255-4974755",0
"chr7:50342541-50343041",3
"chr7:50740020-50740520",0
"chr7:5190557-5191057",2
"chr7:5423390-5423890",1
"chr7:5528401-5528901",2
"chr7:5555294-5555794",1
"chr7:5592517-5593017",2
"chr7:55964929-55965429",0
"chr7:56033981-56034481",0
"chr7:6105655-6106155",1
"chr7:6447168-6447668",1
"chr7:65798382-65798882",2
"chr7:66591356-66591856",0
"chr7:66592684-66593184",0
"chr7:66627825-66628325",0
"chr7:66630687-66631187",0
"chr7:6706152-6706652",3
"chr7:70307630-70308130",0
"chr7:72914974-72915474",0
"chr7:73647636-73648136",0
"chr7:73683745-73684245",1
"chr7:7416238-7416738",2
"chr7:75072817-75073317",0
"chr7:76009031-76009531",1
"chr7:76153494-76153994",3
"chr7:76303311-76303811",2
"chr7:76357897-76358397",1
"chr7:77538225-77538725",0
"chr7:8131858-8132358",3
