"","group","group_name","seqnames","start","end","strand","name","idx","Log2FC","FDR","MeanDiff"
"9007",3,"C3","chr16",31428428,31427731,2,"COX6A2",522,1.27461461012396,0.000641334853393235,0.170338095659172
"325",3,"C3","chr1",20633679,20633788,1,"MIR6084",325,0.632617818446518,0.000659618966062834,0.311118430091306
"8396",3,"C3","chr15",89751310,89748661,2,"MESP1",728,0.880440888035676,0.000668973796255689,0.189263425542489
"8528",3,"C3","chr16",715115,719655,1,"METRN",43,0.538818825950129,0.000676926403375965,0.259327806145954
"17532",3,"C3","chr3",197949987,197956610,1,"RPL35A",1400,0.523379730108703,0.000714505801996902,0.208239262360806
"10398",3,"C3","chr17",48614939,48612346,2,"HOXB8",912,0.579112577235459,0.00072132437958682,0.256327823012655
"11928",3,"C3","chr19",19515685,19514219,2,"TSSK6",632,0.585495371866428,0.000794650120688404,0.258806587538872
"15053",3,"C3","chr20",49982999,49988886,1,"SNAI1",524,0.505649739442626,0.000814713696801534,0.265838998642848
"20029",3,"C3","chr6",31795953,31777518,2,"VARS",374,0.540988770532287,0.000867893792327907,0.165064203806981
"8715",3,"C3","chr16",5066110,5044122,2,"C16orf89",230,0.672007109452921,0.000892091090707093,0.102702119722048
"15975",3,"C3","chr22",41205205,41231271,1,"L3MBTL2",404,0.522287059229543,0.000941774219531726,0.113112661390904
"10729",3,"C3","chr17",75721436,75757818,1,"ITGB4",1243,0.516426567999242,0.00100181494287151,0.141048219960861
"11927",3,"C3","chr19",19516227,19537581,1,"YJEFN3",631,0.519739391794667,0.00100584479531344,0.140830849531952
"17812",3,"C3","chr4",48016672,47935977,2,"CNGA1",278,1.08601953179522,0.00100623070513859,0.053064349102489
"4275",3,"C3","chr11",65333754,65353249,1,"DPF2",853,0.544344808423321,0.0010218833609462,0.143080506248523
"8637",3,"C3","chr16",2830169,2839585,1,"ZG16B",152,0.851595769654362,0.00102333159385506,0.095836964036644
"8454.1",3,"C3","chr15",97960698,97973838,1,"ARRDC4",786,1.11484323322931,0.00108676103212046,0.129478794375008
"22093",3,"C3","chr8",1817231,1817307,1,"MIR596",13,1.14430693890644,0.0012700104929187,0.136633809097247
"10401",3,"C3","chr17",48723168,48724758,1,"PRAC2",915,0.725702995367544,0.00133972249656977,0.158287658691006
"12590",3,"C3","chr19",50415799,50431313,1,"SPIB",1294,0.573137950211994,0.00133972249656977,0.128488868394972
"7662",3,"C3","chr14",105857572,105857513,2,"MIR4539",844,0.824774370389354,0.00142578048703636,0.648845095040719
"7312",3,"C3","chr14",75069483,75053221,2,"ACYP1",494,0.576240965934269,0.00152611679181207,0.126808826210517
"7663",3,"C3","chr14",105858242,105858165,2,"MIR4538",845,0.832857123923839,0.00153265834513982,0.626287747419316
"7313",3,"C3","chr14",75064170,75079987,1,"ZC2HC1C",495,0.578200940665925,0.00165443467844023,0.129056323006757
"4407",3,"C3","chr11",69641087,69654474,1,"CCND1",985,0.782124262289776,0.00170128383457508,0.118722369517722
"440",3,"C3","chr1",26900466,26890488,2,"GPATCH3",440,0.550467748958465,0.00175911865335397,0.197563411229758
"1592",3,"C3","chr1",156081998,156072013,2,"MEX3A",1592,0.82114204996454,0.00187583100037741,0.108955609792312
"10277",3,"C3","chr17",43398959,43401137,1,"ARL4D",791,0.607551741433185,0.00195282950857213,0.228191144391829
"16529",3,"C3","chr3",49171611,49176486,1,"KLHDC8B",397,0.736563929327608,0.00199229845089887,0.208325770288026
"324",3,"C3","chr1",20633455,20651511,1,"PINK1",324,0.559657366965165,0.00203814682129167,0.117877147697639
"12798",3,"C3","chr19",54769811,54784322,1,"KIR2DL1",1502,1.55437945728613,0.00216811341916855,0.0387102702744694
"14240.1",3,"C3","chr2",213152427,212999691,2,"IKZF2",1291,0.684427938246773,0.00231100050768989,0.215289412649851
"20269",3,"C3","chr6",43510686,43506969,2,"LRRC73",614,0.534324049323517,0.00244115056466232,0.252472511952351
"10749",3,"C3","chr17",76098076,76098019,2,"MIR6868",1263,0.550286670685306,0.00254133305096501,0.264074293575355
"22955",3,"C3","chr8",144435619,144435551,2,"MIR6893",875,0.573161890438932,0.00259121233039083,0.210364022358137
"7600",3,"C3","chr14",102305200,102224500,2,"MOK",782,0.524838456688268,0.00281961840992461,0.0954104892205655
"12016",3,"C3","chr19",33302564,33299934,2,"CEBPA",720,0.747303926200938,0.0028607493654052,0.199997820414343
"17813.1",3,"C3","chr4",48016772,48040173,1,"NIPAL1",279,0.842256948630552,0.00288301131401794,0.0696800914639696
"13343",3,"C3","chr2",61115787,61164829,1,"C2orf74",394,0.737218184019913,0.00301622881022453,0.0794928486040291
"8651",3,"C3","chr16",3032481,3039133,1,"LOC100128770",166,0.629019388625261,0.00301710292244303,0.179756665739206
"12015",3,"C3","chr19",33302857,33305054,1,"CEBPA-DT",719,0.667936538077033,0.0030698090103389,0.227603392852142
"8652",3,"C3","chr16",3036926,3027682,2,"BICDL2",167,0.629318147365129,0.00314531715754598,0.158239536407588
"9972",3,"C3","chr17",30906820,30898983,2,"TEFM",486,0.761315039299026,0.00318410803141634,0.119291568817772
"11890",3,"C3","chr19",18397617,18391144,2,"LRRC25",594,0.598443651408462,0.00321487383201177,0.107382194490415
"113",3,"C3","chr1",6260975,6247346,2,"GPR153",113,0.576643933903896,0.00376281462482576,0.149382229743326
"20003.1",3,"C3","chr6",31592985,31588895,2,"NCR3",348,0.602475330466137,0.00382064030308328,0.176132651537272
"12688",3,"C3","chr19",52923470,52915196,2,"ZNF888",1392,0.760143456652353,0.00428291091615416,0.109927479145856
"1392",3,"C3","chr1",150515757,150518032,1,"FALEC",1392,0.54340813920198,0.00438821531174604,0.224778632977129
"10058",3,"C3","chr17",36601572,36608971,1,"MRM1",572,0.532599300281012,0.0043984090882241,0.184760408198864
"7664",3,"C3","chr14",105859553,105859484,2,"MIR4537",846,0.741705881457357,0.00459143332670895,0.481518993224725
"20962",3,"C3","chr7",1023045,1022935,2,"MIR339",18,0.593729397883606,0.00470702391035734,0.288379777156239
"8561",3,"C3","chr16",1580527,1610328,1,"LOC105371046",76,0.602498492893549,0.0050336462461118,0.0828932862523648
"23935",3,"C3","chr9",137205638,137204082,2,"TMEM203",958,0.553012741565112,0.0052797011717409,0.204219053983076
"17814.1",3,"C3","chr4",48134256,48066393,2,"TXK",280,0.76992824020129,0.00580358472676883,0.0792616194623753
"11889",3,"C3","chr19",18386562,18386634,1,"MIR3189",593,0.775105953126416,0.00588244387837615,0.178170996977737
"11637",3,"C3","chr19",10587315,10572671,2,"AP1M2",341,0.540359995698147,0.00684253196835596,0.107203074350363
"10305",3,"C3","chr17",44308413,44318671,1,"RUNDC3A",819,0.639869926190064,0.0068994074561036,0.111223287570182
"10849",3,"C3","chr17",81330674,81311270,2,"TMEM105",1363,0.506152381810875,0.006931875696476,0.0579295576422012
"2706",3,"C3","chr10",43628817,43674703,1,"ZNF32-AS3",254,0.519768988590226,0.00730571282596274,0.0804425932030741
"9661",3,"C3","chr17",7281667,7288257,1,"SLC2A4",175,0.554158877757997,0.00756028084917477,0.167979947966925
"11599",3,"C3","chr19",9675086,9641808,2,"ZNF562",303,0.747950773972154,0.0076153755705972,0.0598369115125705
"2708",3,"C3","chr10",43645942,43648019,1,"ZNF32-AS2",256,0.574338233444002,0.00783175170056812,0.174064316784123
"9497",3,"C3","chr17",783390,759097,2,"GLOD4",11,0.515353556073134,0.00783221391184255,0.0884224859718622
"19628",3,"C3","chr5",180015402,180015292,2,"MIR340",1135,0.528242245157793,0.00784092413795305,0.138738452464145
"22299",3,"C3","chr8",28494205,28574268,1,"FZD3",219,0.511276338016189,0.00814065713906901,0.0797282267789933
"14207",3,"C3","chr2",207166400,207166498,1,"MIR7845",1258,0.517360247011966,0.0081642869989088,0.478742348687258
"12801",3,"C3","chr19",54816468,54866993,1,"KIR3DS1",1505,1.26578272173425,0.00817729724213345,0.0586841727622293
"12792",3,"C3","chr19",54617158,54637528,1,"LILRB1",1496,0.903875176400961,0.00821018029739373,0.065585504778791
"12675",3,"C3","chr19",52369917,52385795,1,"ZNF880",1379,0.93290408960029,0.00825046550136476,0.0898651886228967
"10304",3,"C3","chr17",44315315,44299574,2,"RUNDC3A-AS1",818,0.598535585188765,0.00827541300642122,0.0948530576707144
"15862",3,"C3","chr22",36239954,36226203,2,"APOL2",291,0.503007725294218,0.00827866813051619,0.117563307405587
"22977",3,"C3","chr8",145052378,145056030,1,"C8orf33",897,0.606900562400754,0.00860258009135626,0.20050277060977
"11852",3,"C3","chr19",17377350,17351448,2,"PLVAP",556,0.501276065171346,0.00925010483940784,0.0705914504231172
"14471",3,"C3","chr2",238231677,238224552,2,"LINC02610",1522,0.612757885467075,0.00933474868993482,0.139082633948214
"21132",3,"C3","chr7",27121917,27134302,1,"HOXA-AS2",188,0.717062974411566,0.00966269641072137,0.103742468881328
"15561",3,"C3","chr21",46184476,46161148,2,"SPATC1L",317,0.620426196960431,0.00988372999499689,0.101034137496345
"19766",4,"C4","chr6",16761491,16299112,2,"ATXN1",111,0.619149092660935,7.65758311234175e-27,1.37711406539258
"24648",4,"C4","chrX",124227868,124373197,1,"SH2D1A",685,1.18085268932542,8.93333446654817e-26,0.596054265870865
"9383",4,"C4","chr16",84618077,84565594,2,"COTL1",898,0.868048702678559,6.60217121021666e-25,0.74855395804703
"16898",4,"C4","chr3",114276913,114310288,1,"TIGIT",766,1.0913383605949,6.60217121021666e-25,0.544178621901153
"7093",4,"C4","chr14",50831121,50719763,2,"NIN",275,0.995545091028605,4.85758400757542e-24,0.58291746849612
"4855",4,"C4","chr11",122838500,122872639,1,"CRTAM",1433,1.09051882902369,4.65442462540392e-23,0.610248658187763
"24646",4,"C4","chrX",123960212,124422664,1,"STAG2",683,0.755361829413851,9.05383684401344e-22,0.700754898777537
"8028",4,"C4","chr15",55319113,55202966,2,"RAB27A",360,0.670777983039049,1.06815996697658e-21,0.661092003088606
"15076",4,"C4","chr20",51562831,51386957,2,"NFATC2",547,0.571587509569812,1.08210778821727e-21,1.10274087008884
"8278",4,"C4","chr15",78077724,77984036,2,"TBC1D2B",610,0.631270382947012,3.48435406117037e-20,0.749800758155153
"10229",4,"C4","chr17",42276707,42199168,2,"STAT5B",743,0.731635775566076,3.8143399692931e-19,0.50307807702278
"13221.1",4,"C4","chr2",38665910,38741237,1,"GALM",272,0.867618215288768,2.49984525457614e-18,0.681672557662428
"15077",4,"C4","chr20",51452977,51452905,2,"MIR3194",548,0.660285449902348,6.16668675790496e-18,0.89937356118839
"10140",4,"C4","chr17",40565472,40553769,2,"CCR7",654,0.733482741065473,6.2285092824008e-18,0.669865152209887
"7607",4,"C4","chr14",102777476,102911500,1,"TRAF3",789,0.806125554942384,1.63545058507025e-15,0.335897333801252
"132",4,"C4","chr1",7943165,7915894,2,"TNFRSF9",132,0.961441948378849,2.65824266073159e-15,0.427054100144244
"5054",4,"C4","chr12",6451690,6466517,1,"TAPBPL",69,0.830172242801374,2.87535379520222e-15,0.503244892108581
"17775",4,"C4","chr4",40191053,40246967,1,"RHOH",241,0.625172156632591,3.38452798470232e-15,0.755553899527591
"10115",4,"C4","chr17",39864188,39757715,2,"IKZF3",629,0.52120020973496,3.45917687914747e-15,0.613415397482109
"6701.1",4,"C4","chr13",99356131,99356228,1,"MIR623",442,0.691161495977943,5.98133490022326e-15,1.16949070710338
"9382",4,"C4","chr16",84554033,84476421,2,"MEAK7",897,0.696254532524075,7.07144446919838e-15,0.44776056371935
"16899",4,"C4","chr3",114316569,114316475,2,"MIR568",767,1.88178207064526,7.07144446919838e-15,0.525240615772095
"14922",4,"C4","chr20",38805705,38923024,1,"PPP1R16B",393,0.525851266177483,8.3160641867885e-15,0.658280735278985
"16304",4,"C4","chr3",28241584,28325142,1,"CMC1",172,0.768782110900289,2.9673670467197e-14,0.330188569540479
"21244",4,"C4","chr7",43729717,43631152,2,"COA1",300,0.751160114689515,3.11951027933406e-14,0.381542285834835
"3075",4,"C4","chr10",95711779,95869695,1,"ENTPD1",623,1.09518049596582,7.64606569604373e-14,0.300066081732405
"7094",4,"C4","chr14",50821880,50823501,1,"LOC105370489",276,0.977947591215152,1.84549145249185e-13,0.639291104611639
"5052",4,"C4","chr12",6451567,6439001,2,"CD27-AS1",67,0.881520627160508,2.58532816239042e-13,0.428588217088909
"6088",4,"C4","chr12",119989869,120094494,1,"BICDL1",1103,0.545056521671842,5.26473200013238e-13,0.450487751589192
"2510",4,"C4","chr10",7411486,7158624,2,"SFMBT2",58,0.663989001903143,6.58036660003377e-13,0.388435419762981
"18671",4,"C4","chr5",39274528,39105236,2,"FYB1",178,0.527382570288847,1.74424918407106e-11,0.513046256363396
"22677",4,"C4","chr8",100382763,100382845,1,"MIR4471",597,0.750263443238576,1.81299614473103e-11,0.666545881942
"14567",4,"C4","chr20",1657779,1629152,2,"SIRPG",38,1.2694083207874,6.31357971453513e-11,0.186885438774338
"14103",4,"C4","chr2",190648898,190692766,1,"NAB1",1154,0.601373600731772,1.36242283544714e-10,0.369284801594974
"16311",4,"C4","chr3",30606502,30694142,1,"TGFBR2",179,0.538640061574955,2.81645727202617e-10,0.46122911792752
"22567",4,"C4","chr8",81112068,80967810,2,"PAG1",487,0.57546324543521,3.03419159671443e-10,0.36105393250111
"22676",4,"C4","chr8",100410015,100257059,2,"RNF19A",596,0.570062498423131,3.29569170302077e-10,0.377909440702391
"17206",4,"C4","chr3",152340904,152340527,2,"TMEM14EP",1074,0.569592539054956,6.03829434312182e-10,0.470471668219892
"10050",4,"C4","chr17",36196747,36194869,2,"CCL3L3",564,0.818994169300249,8.29231693841905e-10,0.736395340217281
"21841",4,"C4","chr7",130877539,130877459,2,"MIR29B1",897,0.505316118346822,9.82992280468979e-10,0.555357144602287
"6167",4,"C4","chr12",123436717,123410683,2,"RILPL2",1182,0.750436087479747,1.18221154125292e-09,0.297279113903449
"13554",4,"C4","chr2",86808396,86784610,2,"CD8A",605,0.506410291353548,1.3002421690058e-09,0.756515844670009
"3860.1",4,"C4","chr11",35420063,35251206,2,"SLC1A2",438,0.884496500292283,1.70604529883718e-09,0.237289108205382
"15130",4,"C4","chr20",58839718,58911192,1,"GNAS",601,0.54068313472233,2.65444315552334e-09,0.3252369764086
"16320",4,"C4","chr3",32391671,32483067,1,"CMTM7",188,0.552477307354418,2.65444315552334e-09,0.329539932892433
"14299.1",4,"C4","chr2",218880363,218893931,1,"WNT10A",1350,0.63315309191924,3.09140328253384e-09,0.480662571836233
"13670",4,"C4","chr2",105744897,105894274,1,"NCK2",721,0.535256885035931,4.49402206109442e-09,0.421198292344448
"13099",4,"C4","chr2",25878516,25733753,2,"ASXL2",150,0.51006764845455,5.10691560297493e-09,0.265915388568372
"22813",4,"C4","chr8",127960633,127960695,1,"MIR1205",733,0.761934028820995,6.61390704426106e-09,0.41899569952629
"528",4,"C4","chr1",32251239,32286165,1,"LCK",528,0.588858064299372,7.62699564086507e-09,0.339275057846271
"22311",4,"C4","chr8",29957348,29957272,2,"MIR3148",231,1.01966083808141,1.06582313392336e-08,0.294710793537322
"8752",4,"C4","chr16",11797267,11750586,2,"ZC3H7A",267,0.586196420391668,1.52024772762512e-08,0.240674508548184
"13555",4,"C4","chr2",86861924,86815339,2,"CD8B",606,0.632874889502518,1.54919754062759e-08,0.328594364505155
"19138.1",4,"C4","chr5",134114711,134151865,1,"TCF7",645,0.525878866056498,1.70489046307265e-08,0.419086274450078
"21243",4,"C4","chr7",43582758,43626786,1,"STK17A",299,0.517667550134869,2.21609870202435e-08,0.34775088468703
"13581",4,"C4","chr2",96138436,96123850,2,"ASTL",632,0.753358822309442,2.30339995650478e-08,0.35930108924717
"10047",4,"C4","chr17",36103590,36212878,1,"CCL4L1",561,0.541852424650884,2.44106098066406e-08,0.462025679648473
"22810",4,"C4","chr8",127794533,128101253,1,"PVT1",730,0.591887913893084,2.44106098066406e-08,0.354172466282452
"4796",4,"C4","chr11",118401154,118431496,1,"ATP5MG",1374,0.789400714768303,2.63439257347742e-08,0.20209836671824
"13845",4,"C4","chr2",135986100,135906677,2,"DARS",896,0.764478571931957,2.63439257347742e-08,0.181634442042944
"14805",4,"C4","chr20",32358344,32439319,1,"ASXL1",276,0.536853700341467,3.23162553591508e-08,0.2417428350923
"10046",4,"C4","chr17",36196758,36088256,2,"CCL3L1",560,0.535282350565123,4.55708023972222e-08,0.462367047758288
"10597",4,"C4","chr17",64413776,64319415,2,"PECAM1",1111,0.862496953488614,4.70830281103571e-08,0.230937682609446
"10035",4,"C4","chr17",35868891,35854946,2,"HEATR9",549,0.78303985322944,5.85819622084597e-08,0.21543562675999
"22304",4,"C4","chr8",28890394,29053270,1,"HMBOX1",224,0.504313360933973,8.03377324655139e-08,0.223841181573558
"22811",4,"C4","chr8",127795962,127796028,1,"MIR1204",731,1.21753373324758,8.29774494320066e-08,0.363481892291682
"15131",4,"C4","chr20",58888809,58863528,2,"LOC101927932",602,0.511038723198539,1.04451397128024e-07,0.333449788655449
"8839",4,"C4","chr16",21880827,21834569,2,"NPIPB4",354,1.02675106815788,1.11851107238284e-07,0.0508112035727854
"3170",4,"C4","chr10",101843920,101825974,2,"KCNIP2",718,0.503248947386041,1.31454622172219e-07,0.352015695776582
"8885",4,"C4","chr16",27402162,27452042,1,"IL21R",400,0.51725670435207,1.90478432642068e-07,0.462120440436576
"5053",4,"C4","chr12",6444867,6451718,1,"CD27",68,0.799323473569102,2.09585061639716e-07,0.321467835949694
"11514",4,"C4","chr19",6530999,6535928,1,"TNFSF9",218,0.527621315506309,2.63080551632684e-07,0.506451299096989
"16053",4,"C4","chr22",45201049,45200938,2,"MIR1249",482,0.606184200538146,2.66153601690467e-07,0.256712689751919
"12113",4,"C4","chr19",36573070,36594708,1,"ZNF529-AS1",817,0.713856015490268,3.34876423976549e-07,0.211869428183795
"24168",4,"C4","chrX",45851490,45848074,2,"LINC02595",205,0.712924923623515,3.3750663466639e-07,0.288877522728365
"5169",4,"C4","chr12",10723312,10699089,2,"YBX3",184,0.754184178115213,4.92941075395376e-07,0.238519798519328
"14942",4,"C4","chr20",43667019,43716496,1,"MYBL2",413,0.87984807934001,4.92941075395376e-07,0.154335254863197
"15114",4,"C4","chr20",57620576,57603846,2,"ZBP1",585,0.525430093826109,5.17968765623197e-07,0.422290998970089
"20663",4,"C4","chr6",127918631,127708072,2,"THEMIS",1008,0.54303689875863,5.56962492272898e-07,0.329429589769716
"154",4,"C4","chr1",9654586,9652610,2,"PIK3CD-AS1",154,0.668914138929581,6.07986648675142e-07,0.493525913956203
"304",4,"C4","chr1",19596979,19658056,1,"MINOS1-NBL1",304,0.569525375533751,8.59552008473299e-07,0.241542271711613
"13580.1",4,"C4","chr2",96116245,96112875,2,"ADRA2B",631,0.832328838350234,8.84713029166745e-07,0.359128296124778
"14300",4,"C4","chr2",218930636,218900811,2,"LINC01494",1351,0.683816511251426,9.87070876307686e-07,0.19761043613567
"616",4,"C4","chr1",38046794,38043827,2,"POU3F1",616,0.783507560269369,1.10016728753149e-06,0.430144505179563
"13220",4,"C4","chr2",38603586,38561978,2,"HNRNPLL",271,0.543161656353358,1.18948687354457e-06,0.262280890806063
"16294",4,"C4","chr3",25664907,25597905,2,"TOP2B",162,0.556663605230253,1.20510831858821e-06,0.180415490972593
"7854",4,"C4","chr15",40161023,40221136,1,"BUB1B",186,0.700631074225483,1.30208804776743e-06,0.156947864842365
"779",4,"C4","chr1",47314147,47250139,2,"STIL",779,0.649648736835333,1.61464367218022e-06,0.162005853864505
"4795",4,"C4","chr11",118359585,118399211,1,"UBE4A",1373,0.665777880433599,1.6315845339139e-06,0.162156621574832
"1610",4,"C4","chr1",156579727,156586770,1,"TTC24",1610,1.2120830666595,2.64491518651095e-06,0.195313268999142
"16848.1",4,"C4","chr3",108822698,108855005,1,"TRAT1",716,0.717017593880858,2.65318068273822e-06,0.206720756150206
"1276",4,"C4","chr1",117001750,117036476,1,"CD101",1276,1.24898374839524,3.07190095661084e-06,0.135042104205683
"20089",4,"C4","chr6",33009612,33004178,2,"HLA-DOA",434,0.750720117491618,3.21301215566511e-06,0.285014084714246
"23890",4,"C4","chr9",136712570,136724050,1,"DIPK1B",913,0.941468072916418,3.73759735532439e-06,0.168871395643115
"13723.1",4,"C4","chr2",112912971,112918882,1,"IL37",774,0.990090069169121,3.85464817811203e-06,0.208319138738478
"20073",4,"C4","chr6",32589848,32552990,2,"HLA-DRB1",418,0.525691771298738,4.30060797504378e-06,0.125582287423294
"1199",4,"C4","chr1",110675033,110672465,2,"KCNA3",1199,0.53224792414185,4.35796045033372e-06,0.578991448823529
"22583",4,"C4","chr8",85177225,85217158,1,"E2F5",503,0.704522743370645,4.68171839945794e-06,0.219973767065439
"16728",4,"C4","chr3",69013961,68975214,2,"EOGT",596,0.731823750703053,6.33206970968455e-06,0.142379525746048
"10049",4,"C4","chr17",36176636,36165681,2,"TBC1D3B",563,0.673359550783317,6.62240959866095e-06,0.234879370644768
"9359",4,"C4","chr16",81739097,81962693,1,"PLCG2",874,0.504227564990299,6.93056460531001e-06,0.344473771982125
"20259.1",4,"C4","chr6",43229484,43225629,2,"DNPH1",604,0.825590316532937,9.09872190668973e-06,0.242025970340756
"9326",4,"C4","chr16",75623300,75596981,2,"ADAT1",841,0.567448539993123,1.01245938281574e-05,0.227166662574378
"20074",4,"C4","chr6",32637357,32647062,1,"HLA-DQA1",419,0.510382513720113,1.07278582206603e-05,0.173307154695027
"5167",4,"C4","chr12",10613623,10604190,2,"MAGOHB",182,0.538689798730138,1.28714497840471e-05,0.243489860353787
"14526",4,"C4","chr2",241858908,241849881,2,"PDCD1",1577,0.527538601917981,1.28714497840471e-05,0.355058018857388
"23882",4,"C4","chr9",136519626,136519568,2,"MIR4673",905,0.568615600615998,1.38785080072774e-05,0.283622211769933
"12591.1",4,"C4","chr19",50432903,50466321,1,"MYBPC2",1295,0.716463470433578,1.68011831990388e-05,0.11973683399652
"22524",4,"C4","chr8",71844468,71841549,2,"MSC",444,0.585159567225346,1.73812757354981e-05,0.502771099955091
"14386",4,"C4","chr2",230961066,230907318,2,"GPR55",1437,0.755088626382149,1.75317396488784e-05,0.195678653596154
"491",4,"C4","chr1",29123935,29119428,2,"TMEM200B",491,0.815091730144343,1.79131260170744e-05,0.260192464350496
"12590.1",4,"C4","chr19",50415799,50431313,1,"SPIB",1294,0.781243701759576,2.06223500861278e-05,0.157254821243544
"22814",4,"C4","chr8",128049152,128049238,1,"MIR1207",734,0.526051299655239,2.19122168405003e-05,0.3140299596727
"12900",4,"C4","chr19",57578927,57571566,2,"ZNF416",1604,0.662591206145056,2.70588181228719e-05,0.202616149564397
"2076",4,"C4","chr1",205568885,205602918,1,"MFSD4A",2076,0.806852026377073,2.75684893289758e-05,0.129415709321129
"19932",4,"C4","chr6",29975112,29978410,1,"HCG9",277,0.590506650256025,2.75684893289758e-05,0.227084074933883
"20076",4,"C4","chr6",32668383,32659467,2,"HLA-DQB1",421,0.621685737126153,2.75684893289758e-05,0.210965764926163
"20071",4,"C4","chr6",32439842,32445046,1,"HLA-DRA",416,0.807133277302951,3.10385857693839e-05,0.224009976821785
"21434",4,"C4","chr7",76980949,77043775,1,"DTX2P1-UPK3BP1-PMS2P11",490,1.61568858463225,3.46610460588213e-05,0.0754316933320623
"9666",4,"C4","chr17",7336529,7351478,1,"ACAP1",180,0.532597506795006,3.49458594260491e-05,0.22671494582061
"2511",4,"C4","chr10",7666998,7559270,2,"ITIH5",59,0.663930071251029,3.58447967107556e-05,0.063114424824299
"14943",4,"C4","chr20",43726998,43726164,2,"GTSF1L",414,0.961624075685431,3.68667498718358e-05,0.194797063077232
"14945",4,"C4","chr20",43914864,44069616,1,"TOX2",416,0.506335848922622,4.08203258389225e-05,0.301254768082683
"22582",4,"C4","chr8",85177041,85172077,2,"LOC102723322",502,0.646734646586423,4.19204833263923e-05,0.343015929625241
"23123",4,"C4","chr9",33076659,33041764,2,"SMU1",146,0.504486948118568,4.59516984288905e-05,0.166532065825594
"19713",4,"C4","chr6",7389496,7418037,1,"RIOK1",58,0.612865363760581,4.88362101428085e-05,0.170945864332191
"19798",4,"C4","chr6",24667033,24649977,2,"TDP2",143,0.555831982848374,4.93373604894849e-05,0.188863406130878
"11394",4,"C4","chr19",2462185,2458935,2,"LINC01775",98,0.649461901625594,5.49077133628355e-05,0.227869360644919
"18212",4,"C4","chr4",121764585,121766814,1,"PP12613",678,1.32463999207841,5.75936663092139e-05,0.220266931816284
"2004",4,"C4","chr1",201469237,201464383,2,"PHLDA3",2004,0.814554376961126,7.0965452770419e-05,0.136182747520426
"645",4,"C4","chr1",40161373,40240921,1,"RLF",645,0.515227036916723,7.28745919184717e-05,0.142865292051146
"303",4,"C4","chr1",19596977,19629821,1,"MINOS1",303,0.532109489627176,7.43260989452022e-05,0.210469969325675
"17790.1",4,"C4","chr4",42152878,42110938,2,"BEND4",256,1.32801656693263,7.6891407105798e-05,0.0887870746357238
"4062",4,"C4","chr11",59107185,59127410,1,"FAM111B",640,0.865853256972682,7.91746137838664e-05,0.130881559411786
"19712",4,"C4","chr6",7389743,7326656,2,"CAGE1",57,0.603614763331922,8.31780292138851e-05,0.136582384082666
"10133",4,"C4","chr17",40287633,40304657,1,"CDC6",647,0.505046296801188,8.6843688387683e-05,0.217817127886509
"2344",4,"C4","chr1",236142505,236221865,1,"GPR137B",2344,0.574337784871293,9.04837009673032e-05,0.218845349034326
"13451",4,"C4","chr2",73284431,73254682,2,"FBXO41",502,0.725531587891292,9.6345571326766e-05,0.150897681590608
"11393",4,"C4","chr19",2435000,2434914,2,"MIR7108",97,0.713903052374081,9.66285262376363e-05,0.131704691198934
"5733",4,"C4","chr12",68159747,68154768,2,"IFNG",748,0.507527534742493,9.79121716461343e-05,0.344885224485433
"12901",4,"C4","chr19",57583610,57593777,1,"ZIK1",1605,0.636637798136534,0.00010251308023232,0.172823011312329
"14891",4,"C4","chr20",37178410,37241623,1,"RPN2",362,0.523012171914311,0.00010251308023232,0.168759162811947
"3866",4,"C4","chr11",36289449,36272292,2,"COMMD9",444,0.678447954508265,0.000107588331328811,0.139809166140938
"22491",4,"C4","chr8",66429028,66430733,1,"RRS1",411,0.61127539909817,0.000109289287300415,0.326895263486361
"16799",4,"C4","chr3",98531899,98533150,1,"GPR15",667,0.782380260987977,0.000109322451359569,0.18666059149251
"9962",4,"C4","chr17",30117172,30117079,2,"MIR3184",476,0.692656551224862,0.000109934709600655,0.321349461927241
"15109",4,"C4","chr20",57351010,57379211,1,"RAE1",580,0.770632989903511,0.000115258312211021,0.115501980381962
"1984",4,"C4","chr1",199021037,199006040,2,"LINC01222",1984,0.540670810314384,0.000121078295126909,0.0886464778348844
"3776",4,"C4","chr11",19241620,19224063,2,"E2F8",354,0.648398424490961,0.000121623653603599,0.152026021984673
"19959",4,"C4","chr6",30691420,30688047,2,"NRM",304,0.731613291960635,0.000132558269489112,0.211875564656426
"17239",4,"C4","chr3",158672693,158645822,2,"LXN",1107,0.643641020070726,0.000133480802531754,0.123399541126766
"18741",4,"C4","chr5",55307760,55425581,1,"MTREX",248,0.518904319868783,0.000135403003121943,0.137417716937331
"14923",4,"C4","chr20",38926312,38953106,1,"FAM83D",394,0.50787354252402,0.000135817857837799,0.162180653276898
"6248",4,"C4","chr12",132828858,132768909,2,"GOLGA3",1263,0.522311992015583,0.000143745830528474,0.190300937874717
"23642",4,"C4","chr9",122828631,122798389,2,"PDCL",665,0.607329580228636,0.000145958516861137,0.137122523509528
"3053",4,"C4","chr10",93496632,93529092,1,"CEP55",601,0.530318952489105,0.000168223332497404,0.14827104391528
"3113",4,"C4","chr10",98134624,98244897,1,"R3HCC1L",661,0.541410086896773,0.000168270256813041,0.106204725467022
