"","seqnames","idx","start","end","Log2FC","FDR","MeanDiff"
"102971","chr5",6136,180831970,180832470,-1.42936805387339,0.0740129245187013,-0.0289238133899414
"83500","chr22",1601,37627434,37627934,-1.03105037164778,0.0740467501391197,-0.0819523443922563
"87226","chr3",2204,47578651,47579151,-1.59894278129384,0.0742897996976083,-0.0584745354469212
"128118","chrX",830,40106320,40106820,-1.20233828109793,0.0746023556827165,-0.0643486461835612
"53211","chr17",3447,42659000,42659500,-1.90471849201172,0.0746625689279378,-0.0820431727889682
"28514","chr12",2628,51980259,51980759,-1.3107389935094,0.0746863706318726,-0.0472049695487535
"8792","chr1",8792,160480719,160481219,1.33281906180237,0.0748970606708824,0.152999946201477
"41543","chr15",1204,52528381,52528881,-1.04921855437997,0.074998599247193,-0.109802206111415
"48079","chr16",3647,68236000,68236500,-1.29622975842064,0.0750562956610263,-0.0514125707332905
"69622","chr2",2766,64643698,64644198,1.98324017062896,0.0751300935323896,0.109576650572959
"47606","chr16",3174,57542380,57542880,-1.20358377906139,0.0752863402799819,-0.0389451520025032
"129963","chrX",2675,129979993,129980493,-1.07551211793856,0.0752863402799819,-0.0393685900602197
"14777","chr10",1707,32256595,32257095,-1.23731733349254,0.0754280283918634,-0.045489820205233
"35648","chr14",243,22070968,22071468,-1.1352395723201,0.0754566502161149,-0.0719752087253722
"62433","chr19",3012,16542821,16543321,-1.37373032377187,0.0754566502161149,-0.0591395525613138
"104834","chr6",1842,30480472,30480972,-1.46055629905657,0.0755916411849744,-0.069343855557447
"17218","chr10",4148,97445343,97445843,-1.03999020099724,0.0756768581119724,-0.0444871346172824
"17685","chr10",4615,103396937,103397437,-1.00067767720579,0.0756768581119724,-0.0266483029818485
"121667","chr8",4409,142474990,142475490,-1.09785223306351,0.0756768581119724,-0.0308140195340906
"66062","chr19",6641,50835853,50836353,-1.87536446012496,0.0758332847253855,-0.0990712026635499
"71661","chr2",4805,111118908,111119408,-1.55348479454305,0.0758823636444103,-0.0579886837712177
"72806","chr2",5950,151669744,151670244,-1.1527563059526,0.0758823636444103,-0.0489082517007078
"125476","chr9",3353,122904379,122904879,-1.30730575601367,0.0758823636444103,-0.0328923132451897
"23046","chr11",3967,68842882,68843382,-1.06829128105264,0.0759095828897135,-0.0685731939714023
"1965","chr1",1965,23343379,23343879,-2.20368678236152,0.0760933140504079,-0.0500048994193802
"8146","chr1",8146,154936073,154936573,-1.00644000347813,0.0760933140504079,-0.0523472514201473
"44613","chr16",181,727455,727955,-1.63070672586313,0.0761061719487442,-0.0522422527319041
"35907","chr14",502,23660310,23660810,1.46988404362469,0.0762074649085875,0.135772639092455
"50104","chr17",340,2848703,2849203,-1.55009724391941,0.0762816095261608,-0.0640701094173455
"52519","chr17",2755,38705641,38706141,-1.44076489649469,0.0762816095261608,-0.0499593462089315
"93952","chr4",1663,48342435,48342935,-1.50261795061756,0.0762816095261608,-0.0629151880953095
"125819","chr9",3696,127803376,127803876,-2.41944581304771,0.0762816095261608,-0.0550895224601849
"69030","chr2",2174,46229474,46229974,-1.00833615035334,0.0763042954602972,-0.0439795877232759
"3663","chr1",3663,39539149,39539649,-1.81527164942725,0.0765455997701037,-0.0595994164890571
"9365","chr1",9365,168360055,168360555,2.24168357835379,0.0765455997701037,0.0972233678886817
"53276","chr17",3512,43169602,43170102,-1.06566233059833,0.0766130331898102,-0.0568685111090963
"3391","chr1",3391,35726773,35727273,-1.58504467740456,0.0766933186796709,-0.073024804450026
"32072","chr12",6186,123076520,123077020,-1.29677581595174,0.0767083622320738,-0.101102496809788
"16279","chr10",3209,74589245,74589745,-1.85744550569883,0.0770287349996652,-0.0807705287703328
"55984","chr17",6220,77332905,77333405,-2.10218241270289,0.0770287349996652,-0.0588634093639192
"53377","chr17",3613,44142147,44142647,-1.61204104906282,0.0772896099000659,-0.0627262192264773
"65505","chr19",6084,48190330,48190830,-1.24052725913319,0.0774460395653704,-0.06199569281842
"67509","chr2",653,12718547,12719047,-1.28187702743524,0.0775409466822909,-0.0447074073909169
"123560","chr9",1437,73869221,73869721,2.03131989766936,0.077640033483388,0.0861021312148992
"81960","chr22",61,17829900,17830400,-1.53064635928894,0.0778428847966261,-0.0581363187745881
"105504","chr6",2512,33418887,33419387,-1.49138684521815,0.0779666227867959,-0.063957887925637
"69840","chr2",2984,68739439,68739939,-1.98138658379767,0.0780495106113906,-0.0588506419007679
"84622","chr22",2723,46297166,46297666,-1.83986923261643,0.0780495106113906,-0.0564447304526484
"79038","chr20",2182,46021633,46022133,-1.26214277569948,0.0780601502053847,-0.0646069983265137
"58029","chr18",901,34977310,34977810,-1.17749857279894,0.078063660307752,-0.0394916121861246
"109618","chr6",6626,144055069,144055569,1.45998516732192,0.0781541088389013,0.231367301084796
"311","chr1",311,2230328,2230828,-1.985815399757,0.0781928989858264,-0.0534026366087647
"6645","chr1",6645,110896030,110896530,-1.33778500354715,0.0782955273169705,-0.0573972492466757
"75334","chr2",8478,218290800,218291300,-1.43865392346615,0.0782955273169705,-0.0550962242116936
"77248","chr20",392,4720649,4721149,-1.12169107846428,0.0784274931254657,-0.0548886946791543
"43970","chr15",3631,90661202,90661702,-1.51266184152053,0.0787349803361501,-0.088245262676849
"39330","chr14",3925,99137912,99138412,-1.5817584693442,0.0787511591137388,-0.0530816302130494
"64767","chr19",5346,42401014,42401514,-1.16418940111873,0.0788200050833599,-0.0358756615650519
"19366","chr11",287,1388903,1389403,-1.57709531206976,0.0789723139758989,-0.0540816107445118
"40216","chr14",4811,105858163,105858663,1.76386111337266,0.0789910486871881,0.18814925004471
"2820","chr1",2820,28582189,28582689,-1.01693939296546,0.0790624647767823,-0.0446730727369319
"18794","chr10",5724,128042216,128042716,1.06230262235409,0.0790624647767823,0.18920204968559
"52152","chr17",2388,35346279,35346779,-1.17997415695877,0.0790624647767823,-0.0506433115148335
"70998","chr2",4142,97697196,97697696,-1.33924307447544,0.0790624647767823,-0.0777532167786442
"92720","chr4",431,2964021,2964521,-1.3953469826315,0.0790624647767823,-0.0505638630773052
"100808","chr5",3973,139294493,139294993,-1.23978867087028,0.0790624647767823,-0.0607971031394233
"81053","chr21",575,34974105,34974605,-1.12282495476133,0.0790998159205531,-0.091374728242284
"43020","chr15",2681,74906045,74906545,-1.21882702659144,0.0791510495201691,-0.0353263090657838
"61972","chr19",2551,13951462,13951962,-1.19693546685037,0.0791510495201691,-0.0361992970287029
"113877","chr7",2981,75728359,75728859,-1.1910530941615,0.0791510495201691,-0.061735736895833
"117777","chr8",519,22108606,22109106,-1.38223453298102,0.0791510495201691,-0.0432214213954021
"121601","chr8",4343,141174840,141175340,-1.81506328317162,0.0791510495201691,-0.0523294193999237
"2852","chr1",2852,28887564,28888064,-1.35890328067825,0.079252765815103,-0.0915434230935295
"19297","chr11",218,827060,827560,-1.6995634221526,0.0792919408498002,-0.0409965803315242
"2062","chr1",2062,23979525,23980025,-1.24484590298099,0.0794677776599645,-0.0557910040806093
"22822","chr11",3743,67356780,67357280,-1.16534172165295,0.0794677776599645,-0.095088452377408
"65674","chr19",6253,48874599,48875099,-1.0132643239429,0.0795469806502259,-0.0409277643605654
"16373","chr10",3303,78034168,78034668,-1.03704182937441,0.079706646243078,-0.041566367198841
"53037","chr17",3273,41691884,41692384,-1.69131597196428,0.079706646243078,-0.0504204354488912
"79500","chr20",2644,51389823,51390323,-1.31394936264777,0.079706646243078,-0.040225312225669
"83557","chr22",1658,37906548,37907048,-1.3641632529151,0.079706646243078,-0.0523464019858801
"38586","chr14",3181,89617408,89617908,-1.28067337878498,0.0798992830957236,-0.0421826788038869
"71171","chr2",4315,99338138,99338638,-1.65223471483772,0.0799705629586902,-0.0473249517745893
"81687","chr21",1209,45074789,45075289,-1.16362026830757,0.0799822684529893,-0.0439106744393198
"114901","chr7",4005,105656877,105657377,-1.4249582135605,0.0799988822228686,-0.0671986867982016
"48550","chr16",4118,78893511,78894011,-1.02093667784483,0.0800357113625353,-0.0685903882954322
"96864","chr5",29,472298,472798,-1.09094122103033,0.0800357113625353,-0.045896308092917
"37382","chr14",1977,63543793,63544293,-1.18308765001691,0.0800715980210506,-0.0718122365929826
"65471","chr19",6050,47610200,47610700,-1.03733956610611,0.0800764276266014,-0.0588404095168324
"120909","chr8",3651,125092048,125092548,-1.02555397077183,0.0801168252364882,-0.0300834039040623
"37135","chr14",1730,61344028,61344528,-1.28538366135354,0.0801951284766174,-0.0672834800270918
"118481","chr8",1223,37762872,37763372,-1.11330491475646,0.0803508949938307,-0.0567720416916406
"19634","chr11",555,3100689,3101189,-1.11233334443515,0.0803623484221974,-0.0422881733663122
"23090","chr11",4011,69685755,69686255,-1.27985993073458,0.0803752609979419,-0.0703071081046849
"14645","chr10",1575,29659440,29659940,-1.04691740417768,0.0805081951617671,-0.0492857295381114
"37146","chr14",1741,61355749,61356249,-1.57112742399478,0.0805395079034254,-0.0610550382529783
"93416","chr4",1127,26312260,26312760,-1.27826907011707,0.0805395079034254,-0.0432892089027556
"17770","chr10",4700,104254607,104255107,-1.16531288268195,0.0806267653923568,-0.0572460329355445
"48666","chr16",4234,81007837,81008337,-1.10407719731646,0.0806267653923568,-0.0344897906711806
"50856","chr17",1092,8410195,8410695,-1.04172476930695,0.0806267653923568,-0.0579309483795319
"63616","chr19",4195,35114504,35115004,-1.62041518765047,0.0806914899563296,-0.0574988951567897
"73002","chr2",6146,159226108,159226608,3.2646075346937,0.0809002013271618,0.134226392013713
"19501","chr11",422,2194845,2195345,-1.42208024147545,0.0810237533907146,-0.0491262305008719
"127699","chrX",411,15855306,15855806,-1.403426628081,0.0810283214990775,-0.0746103486266172
"50726","chr17",962,7915120,7915620,-1.15396775549446,0.0810885161208789,-0.0425387618916969
"105261","chr6",2269,32185579,32186079,-1.44205044392189,0.0811215090291792,-0.0503620230854521
"123857","chr9",1734,85716116,85716616,-1.12487432418955,0.0812087847673533,-0.0538522610885323
"39783","chr14",4378,102096508,102097008,-1.45513761263987,0.0812401220446454,-0.0432548667222272
"42593","chr15",2254,68821273,68821773,-1.0320153455022,0.0812401220446454,-0.0325845629081789
"69461","chr2",2605,61535834,61536334,-1.70803396866912,0.0812401220446454,-0.0474200057997676
"78527","chr20",1671,38434334,38434834,-1.08638835039577,0.0813121430274694,-0.0485005419792308
"64664","chr19",5243,42075136,42075636,-1.12526036809319,0.0815278835039133,-0.0510395439986838
"47027","chr16",2595,31713501,31714001,-1.60030645541334,0.0815508839830313,-0.0783635025875608
"77388","chr20",532,9978307,9978807,3.12169847096654,0.0815928595266514,0.134070812127572
"95892","chr4",3603,142355021,142355521,-1.01433023057618,0.0815928595266514,-0.0622112322614363
"42148","chr15",1809,64067456,64067956,-1.21587734539805,0.081620190364662,-0.0554418086902432
"53987","chr17",4223,49180243,49180743,-1.37709428956654,0.081620190364662,-0.0817196572755698
"59143","chr18",2015,76709698,76710198,-1.33628730732015,0.081620190364662,-0.0434708107868978
"67604","chr2",748,19362220,19362720,-1.28840770302909,0.081620190364662,-0.0370514254716695
"47480","chr16",3048,56991621,56992121,-1.30275640131892,0.0817319834273569,-0.0618504486507996
"33918","chr13",1359,49110049,49110549,-1.00854658431107,0.0818142025483103,-0.0615605454762526
"78073","chr20",1217,33662907,33663407,-2.53517293826608,0.0819570120667667,-0.0566370794944118
"114824","chr7",3928,105011824,105012324,-1.03071752867181,0.0820359316974011,-0.0478098799588574
"64220","chr19",4799,39996225,39996725,-1.20146374191534,0.0821395606821202,-0.0548664162094082
"80369","chr20",3513,63728264,63728764,-1.50041907532342,0.0821395606821202,-0.0442661858603612
"29670","chr12",3784,68157307,68157807,-1.01147223893161,0.0822768839239072,-0.054526419913428
"107399","chr6",4407,89357298,89357798,-1.3290209184001,0.0822768839239072,-0.0546844979878601
"12391","chr1",12391,230977894,230978394,-1.21314068669503,0.0823994130258254,-0.0680195826914663
"19858","chr11",779,6667760,6668260,-1.00169627850227,0.0823994130258254,-0.0651465491601552
"129138","chrX",1850,75156038,75156538,-1.21669233391202,0.0825095354079873,-0.0599255684740918
"53726","chr17",3962,47703680,47704180,-1.36638693277877,0.0825271062871525,-0.0837282029015825
"4056","chr1",4056,43453679,43454179,-1.11599624497307,0.082573583447386,-0.0624966813180878
"12420","chr1",12420,231421069,231421569,-1.25694863159758,0.082573583447386,-0.0561241269104788
"52014","chr17",2250,32319386,32319886,-1.04597868106534,0.0826596429818664,-0.0560839373670406
"51046","chr17",1282,14297515,14298015,-1.92088507191883,0.0827218756068494,-0.070483018049812
"119588","chr8",2330,79768495,79768995,-1.17089954317331,0.0827459565430716,-0.0650017926148123
"77991","chr20",1135,32521638,32522138,-1.07453968862717,0.0828468316361415,-0.0543243215487917
"10338","chr1",10338,198158229,198158729,-1.84537249252413,0.0828734871728691,-0.070389598587234
"43476","chr15",3137,81265769,81266269,-1.16597135834032,0.0829141328096934,-0.0605103300067901
"89242","chr3",4220,114213446,114213946,1.18214652558339,0.083102850354821,0.39582233716886
"53913","chr17",4149,48597519,48598019,-1.04829845464267,0.0831155101573802,-0.0481227294594364
"81727","chr21",1249,45292387,45292887,-1.07483815273801,0.08315832407256,-0.0768383051129849
"44804","chr16",372,1990689,1991189,-2.47587685915368,0.0831613433811064,-0.0456685317305178
"61891","chr19",2470,13277873,13278373,-1.00914454910358,0.0831613433811064,-0.0507256651167464
"55809","chr17",6045,76268133,76268633,-1.13483649515667,0.0832187849767651,-0.0785721036909941
"56454","chr17",6690,80005724,80006224,-1.04830855912868,0.0832187849767651,-0.0393438902385655
"61313","chr19",1892,10271532,10272032,-1.00627296830083,0.0832187849767651,-0.0290431467823974
"42207","chr15",1868,64731224,64731724,-1.05225746138789,0.0832356013525818,-0.0600564774754973
"119254","chr8",1996,65840670,65841170,-1.07482286663972,0.0833282377099364,-0.0462775599091641
"59988","chr19",567,1939828,1940328,-1.71488372547352,0.0833386793824023,-0.038715885963359
"124611","chr9",2488,97906505,97907005,-1.96838855636557,0.0833386793824023,-0.0829048040186174
"8650","chr1",8650,158924612,158925112,-1.00014224057133,0.0834443221341449,-0.0801932999125803
"54600","chr17",4836,59707865,59708365,-1.90455178082522,0.083451335887557,-0.0563923170558669
"40585","chr15",246,31472846,31473346,-1.02379898913752,0.0835332536725096,-0.0541512430615971
"124305","chr9",2182,92986111,92986611,-1.02091016473214,0.0835881360954398,-0.0358556003011225
"17245","chr10",4175,97713990,97714490,-1.14270108908459,0.0836283533334543,-0.0662609715287617
"18068","chr10",4998,112532222,112532722,2.46663868146076,0.0838179643458412,0.071959178452377
"114893","chr7",3997,105522550,105523050,-2.15105197597292,0.0840257319438878,-0.0381375542812658
"103775","chr6",783,15993777,15994277,1.810311663541,0.0841660774207024,0.0742693798505822
"73405","chr2",6549,170815628,170816128,-2.18195776758996,0.084168761960296,-0.0576172622767352
"55539","chr17",5775,74873627,74874127,-1.20409470076143,0.0841889267160644,-0.0468298820296501
"58614","chr18",1486,54717611,54718111,2.45410431084624,0.0843600473488997,0.173917218897211
"57324","chr18",196,3458393,3458893,2.09383886532712,0.0844311537906298,0.0878298273434033
"37676","chr14",2271,68268723,68269223,1.97048434281942,0.0844760798693621,0.104996212783207
"49314","chr16",4882,88456811,88457311,-1.51479297062367,0.0845383873338649,-0.0558185238500648
"19958","chr11",879,9363760,9364260,-2.09138580685359,0.084617962562075,-0.0326709063419708
"22493","chr11",3414,65719753,65720253,-2.19168134351263,0.084617962562075,-0.0412965731860266
"111168","chr7",272,2241937,2242437,-1.29800407565113,0.0847194849509707,-0.08238574097581
"50527","chr17",763,7261671,7262171,-1.91306794515425,0.0847253612471619,-0.049822517491621
"111465","chr7",569,5523242,5523742,-1.04573839198756,0.0847253612471619,-0.0242418296142159
"20920","chr11",1841,36411118,36411618,-1.80738430298694,0.0847741829760455,-0.0539219820342768
"51350","chr17",1586,18225901,18226401,-1.23310210284191,0.0848982359393885,-0.0437307813572846
"23749","chr11",4670,86056180,86056680,-2.10948574473085,0.0850227330668888,-0.0650592398080053
"52641","chr17",2877,39206898,39207398,-1.65196772404105,0.0850227330668888,-0.0631523721479119
"59007","chr18",1879,69942952,69943452,-1.96786358407598,0.0850227330668888,-0.0535541373340015
"91560","chr3",6538,184227320,184227820,-1.52676976883861,0.0850227330668888,-0.0587576794623457
"3407","chr1",3407,35883763,35884263,-1.48725498135415,0.0851394149724421,-0.0412878731141315
"61300","chr19",1879,10231108,10231608,-1.13561047684438,0.0851394149724421,-0.103265756580465
"64076","chr19",4655,39110298,39110798,-1.89399301055929,0.0851394149724421,-0.0566633353435829
"7409","chr1",7409,145980158,145980658,-1.64546150007718,0.0854338838679744,-0.0665927106105018
"48182","chr16",3750,69424979,69425479,-2.08303003920551,0.085485983220091,-0.0425898155802163
"117085","chr7",6189,156950058,156950558,-1.90850266105782,0.085485983220091,-0.0403587068730329
"20420","chr11",1341,18280642,18281142,1.88902615132983,0.0857961885410643,0.0527178102057558
"106140","chr6",3148,41074191,41074691,-1.85131010973651,0.0857961885410643,-0.0443641458407018
"85174","chr3",152,5188988,5189488,-1.6101476543349,0.0858189613314742,-0.0476974979920787
"19822","chr11",743,6418348,6418848,-1.81459607905011,0.0859140471424625,-0.0390497534304916
"52493","chr17",2729,38584269,38584769,-1.85802062607828,0.0859140471424625,-0.0518459657781963
"83267","chr22",1368,36366212,36366712,-1.83402420980413,0.0859140471424625,-0.0557462538419021
"126172","chr9",4049,129627080,129627580,-1.90114256868928,0.0859140471424625,-0.0361320877151254
"43023","chr15",2684,74937300,74937800,-1.37041426462575,0.0859756651352219,-0.064773957680057
"1149","chr1",1149,11736606,11737106,-1.75535111460112,0.0860327074494337,-0.053321453479526
"128406","chrX",1118,47217048,47217548,-1.8209443995557,0.086041548447563,-0.0577246777785307
"12753","chr1",12753,236159753,236160253,-1.01252585166927,0.0861426221026936,-0.0637183516257688
"18691","chr10",5621,124732590,124733090,-1.39450360200647,0.0861426221026936,-0.0458626788539577
"51577","chr17",1813,27599782,27600282,-1.88445062716778,0.0861504545417398,-0.0533649403617808
"53648","chr17",3884,46264689,46265189,-1.2939237549712,0.0861504545417398,-0.0406159149283066
"60213","chr19",792,2740359,2740859,-1.76083123635424,0.0861504545417398,-0.027744344782621
"3395","chr1",3395,35774605,35775105,-1.2095424780811,0.0862407682033228,-0.0357261822254892
"42837","chr15",2498,73053112,73053612,-1.81659167930923,0.0862407682033228,-0.0417173672813169
"65173","chr19",5752,45862391,45862891,-1.76684324400629,0.0862407682033228,-0.0687110003772961
"103485","chr6",493,11222553,11223053,1.80554241850725,0.0862407682033228,0.0967819110404474
"30132","chr12",4246,89880643,89881143,1.04233316314968,0.0863839460205485,0.153788562251807
"129722","chrX",2434,119792182,119792682,-1.71002087140886,0.0864254663531153,-0.0322944567287223
"80828","chr21",350,32407779,32408279,1.2573396008974,0.0864418417038116,0.146756405104138
"5577","chr1",5577,88890735,88891235,-1.16658650810165,0.0864833951211451,-0.0535109008255525
"73240","chr2",6384,165874392,165874892,1.67820122556166,0.0864833951211451,0.0828187964969862
"54571","chr17",4807,59220873,59221373,-1.51163754740083,0.0865633407550804,-0.0376571133537567
"21955","chr11",2876,63614186,63614686,-1.78858778227274,0.0865820428916907,-0.058342084355833
"62707","chr19",3286,18088431,18088931,-1.63154222056533,0.0865820428916907,-0.0629003003282091
"93002","chr4",713,7652603,7653103,1.81171373706157,0.0865820428916907,0.111269136745547
"126970","chr9",4847,136665548,136666048,-1.34043138251621,0.0865820428916907,-0.0625155570666783
"10903","chr1",10903,204102736,204103236,-1.61249052266812,0.0866540818937354,-0.0450191584408512
"17617","chr10",4547,102583740,102584240,-1.40431143279544,0.0866540818937354,-0.0630311668703563
"30572","chr12",4686,96907758,96908258,-1.43247550489873,0.0866540818937354,-0.0487453734296941
"63507","chr19",4086,33372789,33373289,-1.42084226043492,0.0866540818937354,-0.0316679038210421
"65737","chr19",6316,49114831,49115331,-1.59673413700709,0.0866540818937354,-0.028627484492079
"67279","chr2",423,9843977,9844477,-1.52482267868342,0.0866540818937354,-0.0341661740200372
"102857","chr5",6022,179668334,179668834,-1.61584112537116,0.0866540818937354,-0.0425472350842595
"66697","chr19",7276,56313968,56314468,-1.7046067386711,0.0868950803567577,-0.0499963509481887
"81605","chr21",1127,44626142,44626642,1.37941879917799,0.0868950803567577,0.139655594123732
"7535","chr1",7535,148361531,148362031,-1.32344497043092,0.0869199226525286,-0.0318171530939031
"33869","chr13",1310,48334477,48334977,-1.57721810293033,0.0869199226525286,-0.0514805422661399
"83979","chr22",2080,40176979,40177479,-1.32787464697863,0.0869199226525286,-0.0774262805844229
"78445","chr20",1589,36919670,36920170,-1.56305192008507,0.087012641062291,-0.0635463541247655
"23394","chr11",4315,75204876,75205376,-1.44666157031773,0.0870511755621312,-0.0514283362097254
"75487","chr2",8631,219352395,219352895,-1.64995954159504,0.0870511755621312,-0.0567245160379357
"111254","chr7",358,2633255,2633755,-1.54828145365737,0.0872143355560323,-0.0382586453006188
"127665","chrX",377,15335967,15336467,-1.33179009008686,0.0872143355560323,-0.0767780772699537
"13029","chr1",13029,247410023,247410523,3.60837804839294,0.0873007872097329,0.0491833988983438
"13263","chr10",193,3877393,3877893,3.89323742875038,0.0873007872097329,0.0507715495337223
"27140","chr12",1254,14396604,14397104,-3.14548811675996,0.0873007872097329,-0.027299728997608
"30106","chr12",4220,89618479,89618979,4.20352110950865,0.0873007872097329,0.0518908842236737
"37814","chr14",2409,69682494,69682994,3.707533228759,0.0873007872097329,0.0456632091956593
"97385","chr5",550,33859140,33859640,4.24069649712206,0.0873007872097329,0.0680933430706574
"117803","chr8",545,22190987,22191487,-3.98953948273502,0.0873007872097329,-0.0502431768988585
"118156","chr8",898,27817970,27818470,4.31939279876479,0.0873007872097329,0.0562607596634778
"129012","chrX",1724,71534725,71535225,-3.82509053044291,0.0873007872097329,-0.0369794659835911
"26308","chr12",422,6465401,6465901,-1.13601824056868,0.0873015337679285,-0.0393110906321701
"40023","chr14",4618,104827015,104827515,-1.69171268117902,0.0873015337679285,-0.0539041476372931
"125217","chr9",3094,114504183,114504683,-1.36256795508376,0.0873015337679285,-0.0356368173342405
"12342","chr1",12342,229626442,229626942,-1.04032934097668,0.0873327764052565,-0.067407127285481
"10423","chr1",10423,198649892,198650392,-1.65180103341762,0.0873970147512841,-0.0379403899238212
"10932","chr1",10932,204409513,204410013,-3.45736146439948,0.0873970147512841,-0.0318464730180955
"25015","chr11",5936,119029322,119029822,-3.36367005369762,0.0873970147512841,-0.0339465106175548
"29822","chr12",3936,69470724,69471224,-1.50078243048334,0.0873970147512841,-0.033911745700766
"36109","chr14",704,30521847,30522347,3.6654545660881,0.0873970147512841,0.0458789211595152
"41408","chr15",1069,50066210,50066710,3.53508261085311,0.0873970147512841,0.0481735825339481
"53082","chr17",3318,42098239,42098739,-3.65045375029937,0.0873970147512841,-0.0505206844296778
"65653","chr19",6232,48794727,48795227,-3.21038477768993,0.0873970147512841,-0.0256095618602417
"73254","chr2",6398,166539292,166539792,4.75445919913161,0.0873970147512841,0.101481427206575
"98368","chr5",1533,65102228,65102728,3.69757568177512,0.0873970147512841,0.0527447081020177
"109775","chr6",6783,148829662,148830162,3.86827461111272,0.0873970147512841,0.0545459061419919
"123108","chr9",985,35656339,35656839,-3.20534469265938,0.0873970147512841,-0.0330921244942481
"9066","chr1",9066,161542458,161542958,-3.53906618425781,0.0874282207266277,-0.0429569950925901
"10476","chr1",10476,198715721,198716221,-3.10038761414778,0.0874282207266277,-0.0325110185295418
"13062","chr1",13062,248874968,248875468,-3.02528772754507,0.0874282207266277,-0.0282089554077318
"13690","chr10",620,11146615,11147115,-3.0568198794348,0.0874282207266277,-0.0272619885636839
"18727","chr10",5657,125064789,125065289,4.65239103017499,0.0874282207266277,0.0864327964119738
"24453","chr11",5374,112797859,112798359,4.38865423451336,0.0874282207266277,0.0905311298131493
"26122","chr12",236,2885193,2885693,-2.78804141561103,0.0874282207266277,-0.0632337958484274
"31789","chr12",5903,121230197,121230697,-1.32621263741704,0.0874282207266277,-0.0365227154442688
"35540","chr14",135,21260797,21261297,-3.05690638300417,0.0874282207266277,-0.0326102518805158
"42310","chr15",1971,65583676,65584176,-3.14813272227023,0.0874282207266277,-0.0450422421701065
"45440","chr16",1008,9099917,9100417,-3.41543487702549,0.0874282207266277,-0.0331544675466697
"49653","chr16",5221,89658152,89658652,-2.82906836546503,0.0874282207266277,-0.0194732025268938
"55685","chr17",5921,75689539,75690039,3.17178043972339,0.0874282207266277,0.0334292920598313
"62514","chr19",3093,17209628,17210128,-3.01568113750992,0.0874282207266277,-0.0318349597606351
"75747","chr2",8891,227818066,227818566,-3.14379036839417,0.0874282207266277,-0.035616620567259
"78997","chr20",2141,45884863,45885363,-3.71018585252937,0.0874282207266277,-0.0453756199226716
"82174","chr22",275,20437556,20438056,-1.31447935482057,0.0874282207266277,-0.0436176224616694
"82530","chr22",631,23858168,23858668,-1.64011092094007,0.0874282207266277,-0.0362062512191799
"86674","chr3",1652,40464311,40464811,-3.38693285482408,0.0874282207266277,-0.0338410668452071
"101480","chr5",4645,149114636,149115136,3.65354147186231,0.0874282207266277,0.0464498857894918
"102249","chr5",5414,170312748,170313248,-3.36182619331641,0.0874282207266277,-0.0331955290205721
"105325","chr6",2333,32816869,32817369,-3.18185937872189,0.0874282207266277,-0.0307977363834733
"122906","chr9",783,33426789,33427289,-3.78503768379379,0.0874282207266277,-0.0569425209571745
"126840","chr9",4717,135990510,135991010,-1.3647701074722,0.0874282207266277,-0.0490668262688361
"127047","chr9",4924,136903014,136903514,-3.13418605314942,0.0874282207266277,-0.0400336906640033
"127565","chrX",277,12999403,12999903,-1.40038366183383,0.0874282207266277,-0.0397015810082064
"127701","chrX",413,16123157,16123657,3.37984360153372,0.0874282207266277,0.0469228262711254
"45727","chr16",1295,13920309,13920809,-1.14005353218522,0.0874539674305645,-0.0508685551526241
"111188","chr7",292,2404717,2405217,-1.32322416161637,0.0874996245085633,-0.0652412030200716
"983","chr1",983,9786777,9787277,-2.91272670942984,0.0875348233290571,-0.023237806868563
"3530","chr1",3530,37673818,37674318,-3.00698675486902,0.0875348233290571,-0.0314372183426579
"14838","chr10",1768,32959991,32960491,-2.96007197646463,0.0875348233290571,-0.0267606977627466
"21715","chr11",2636,61897556,61898056,-1.29968998369488,0.0875348233290571,-0.0512583017995757
"28276","chr12",2390,49321849,49322349,-3.25768323107024,0.0875348233290571,-0.0413104884692843
"31044","chr12",5158,108578953,108579453,-2.85216565360601,0.0875348233290571,-0.0272811521810349
"31679","chr12",5793,120317993,120318493,-2.90776552399639,0.0875348233290571,-0.0243763251166054
"33452","chr13",893,40983268,40983768,-3.05178989566519,0.0875348233290571,-0.0290455871011906
"42336","chr15",1997,65789156,65789656,-3.08049302090657,0.0875348233290571,-0.0262655349289222
"57381","chr18",253,6270791,6271291,3.49629591739696,0.0875348233290571,0.0563629424059299
"65266","chr19",5845,46716297,46716797,-2.97105621031339,0.0875348233290571,-0.0289183860272458
"69813","chr2",2957,68464536,68465036,-3.14622822519693,0.0875348233290571,-0.0304834812190556
"88661","chr3",3639,100317880,100318380,3.44526667881395,0.0875348233290571,0.049694872749593
"100402","chr5",3567,132656275,132656775,-3.49718454832356,0.0875348233290571,-0.0406114537817349
"103044","chr6",52,509523,510023,-2.9811230978937,0.0875348233290571,-0.0347518265182816
"75362","chr2",8506,218405132,218405632,-1.14673619025298,0.0876052725968278,-0.0194086010309689
"126976","chr9",4853,136686631,136687131,-1.16223206084899,0.0876052725968278,-0.0279002627606287
"128094","chrX",806,40012566,40013066,-1.43653234270007,0.0876052725968278,-0.0415562988508617
"6492","chr1",6492,109619011,109619511,-2.96881869606693,0.0876144678063929,-0.0265012504591334
"18904","chr10",5834,132158026,132158526,-2.6492817594753,0.0876144678063929,-0.0209530582448098
